City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
337,Sur,OM,22.5667,59.5289,82.62,78,0,12.28,clear sky
338,Mount Gambier,AU,-37.8333,140.7667,58.91,67,100,20.71,overcast clouds
339,Hualmay,PE,-11.0964,-77.6139,63.61,85,34,7.94,scattered clouds
340,Margate,GB,51.3813,1.3862,61.03,81,22,1.01,few clouds
341,Pozo Colorado,PY,-23.4923,-58.7972,69.48,82,94,4.59,overcast clouds
342,Vila Velha,BR,-20.3297,-40.2925,71.94,91,20,1.99,few clouds
343,San Juan De La Maguana,DO,18.8059,-71.2299,74.08,90,73,3.13,broken clouds
344,Bumba,CD,2.1833,22.4667,70.59,96,100,0.92,overcast clouds
345,Trairi,BR,-3.2778,-39.2689,76.14,87,8,6.2,clear sky
346,Kuvandyk,RU,51.4781,57.3552,60.01,56,99,5.7,overcast clouds
347,Lucea,JM,18.451,-78.1736,82.26,81,30,11.97,scattered clouds
348,Guerrero Negro,MX,27.9769,-114.0611,63.88,74,83,16.42,broken clouds
349,Sovetskiy,RU,61.3614,63.5842,49.21,43,100,5.01,overcast clouds
350,Tautira,PF,-17.7333,-149.15,86.02,71,7,9.89,clear sky
351,Bossangoa,CF,6.4926,17.4552,67.44,91,58,3.62,broken clouds
352,Luganville,VU,-15.5333,167.1667,77.77,80,100,11.27,overcast clouds
353,Nivala,FI,63.9167,24.9667,53.69,91,51,5.23,broken clouds
354,Simpang,ID,-1.2667,104.0833,81.77,78,94,4.92,moderate rain
355,Fairbanks,US,64.8378,-147.7164,68.09,53,20,11.5,few clouds
356,Diego De Almagro,CL,-26.3667,-70.05,56.14,44,0,1.23,clear sky
357,Roma,US,43.2128,-75.4557,78.94,68,1,9.22,clear sky
358,Eureka,US,40.8021,-124.1637,63.12,67,100,5.01,overcast clouds
359,Norre Alslev,DK,54.8978,11.8841,62.65,87,100,3.36,overcast clouds
360,Kushima,JP,31.4583,131.2333,78.31,65,100,4.65,overcast clouds
361,Kollam,IN,8.8833,76.6,80.47,83,16,2.91,few clouds
362,Camopi,GF,3.1655,-52.3158,71.6,99,95,1.59,overcast clouds
363,Opuwo,NA,-18.0607,13.84,54.7,49,2,5.44,clear sky
364,Hastings,GB,50.8552,0.5729,59.72,95,14,3.0,few clouds
365,Gamboma,CG,-1.8764,15.8644,71.1,93,98,3.74,overcast clouds
366,Namibe,AO,-15.1961,12.1522,75.27,43,1,9.86,clear sky
367,Hambantota,LK,6.1241,81.1185,77.34,100,0,15.7,clear sky
368,La Ronge,CA,55.1001,-105.2842,62.85,55,75,6.91,broken clouds
369,Gayny,RU,60.3071,54.3241,60.96,66,90,2.44,overcast clouds
370,Biak,ID,-0.9131,122.8766,82.47,67,81,5.3,broken clouds
371,Preeceville,CA,51.95,-102.6677,57.87,69,20,16.37,few clouds
372,Constitucion,CL,-35.3333,-72.4167,52.03,66,100,5.17,overcast clouds
373,Manitouwadge,CA,49.1215,-85.8403,63.32,71,0,13.89,clear sky
374,Boa Vista,BR,2.8197,-60.6733,82.38,78,20,4.61,few clouds
375,Omboue,GA,-1.5746,9.2618,75.49,96,100,5.77,overcast clouds
376,Rocha,UY,-34.4833,-54.3333,45.25,90,95,3.65,overcast clouds
377,Alice Springs,AU,-23.7,133.8833,60.35,41,14,4.05,few clouds
378,Chenghai,CN,23.4632,116.768,82.31,69,20,8.95,few clouds
379,Julita,PH,10.9747,124.9617,81.25,76,100,3.29,overcast clouds
380,Lasa,IT,46.6166,10.7002,59.88,94,100,0.96,overcast clouds
381,Magdagachi,RU,53.45,125.8,81.25,22,97,5.77,overcast clouds
382,Paamiut,GL,61.994,-49.6678,38.03,97,100,4.25,moderate rain
383,Padang,ID,-0.9492,100.3543,82.89,63,19,0.6,few clouds
384,Tiznit,MA,29.5833,-9.5,67.96,67,85,2.51,overcast clouds
385,Utevka,RU,52.9035,50.9495,59.7,71,26,4.41,scattered clouds
386,Berlevag,NO,70.8578,29.0864,40.33,67,1,2.55,clear sky
387,Petershagen,DE,52.3833,8.9667,60.42,93,89,4.74,overcast clouds
388,Lagos,NG,6.5833,3.75,77.32,96,98,3.04,moderate rain
389,Dudinka,RU,69.4058,86.1778,33.06,89,98,7.52,overcast clouds
390,Lucapa,AO,-8.4192,20.7447,61.97,56,0,4.56,clear sky
391,Kembe,CF,4.6228,21.8865,67.95,99,95,1.21,light rain
392,Atar,MR,20.5169,-13.0499,90.91,16,5,15.01,clear sky
393,Touros,BR,-5.1989,-35.4608,76.1,86,7,12.33,clear sky
394,Tongren,CN,27.7172,109.1853,85.91,62,19,1.41,few clouds
395,Saurimo,AO,-9.6608,20.3916,58.03,62,10,5.84,clear sky
396,Porto Novo,BJ,6.4965,2.6036,82.22,85,49,5.88,scattered clouds
397,Minot,US,48.2325,-101.2963,75.42,17,1,19.57,clear sky
398,Mehamn,NO,71.0357,27.8492,41.23,65,1,4.47,clear sky
399,Owando,CG,-0.4819,15.8999,70.32,97,100,4.05,overcast clouds
400,Cayenne,GF,4.9333,-52.3333,79.09,88,75,3.2,broken clouds
401,Saldanha,ZA,-33.0117,17.9442,69.85,37,1,27.89,clear sky
402,Lagoa,PT,39.05,-27.9833,63.52,88,100,13.04,overcast clouds
403,Ambovombe,MG,-25.1667,46.0833,63.25,73,29,14.52,scattered clouds
404,Yumen,CN,40.2833,97.2,65.5,12,66,12.82,broken clouds
405,Amos,CA,48.5669,-78.1162,71.87,92,100,11.45,overcast clouds
406,Cullera,ES,39.1667,-0.25,66.85,86,0,3.87,clear sky
407,College,US,64.8569,-147.8028,69.46,54,75,10.36,broken clouds
408,Port Hedland,AU,-20.3167,118.5667,80.65,24,40,19.57,scattered clouds
409,Chizhou,CN,30.6578,117.4831,83.34,52,100,3.56,overcast clouds
410,Kutum,SD,14.2,24.6667,75.09,19,15,4.0,few clouds
411,Itupiranga,BR,-5.1347,-49.3267,77.85,73,57,2.01,broken clouds
412,Maumee,US,41.5628,-83.6538,82.54,54,1,8.03,clear sky
413,Ahipara,NZ,-35.1667,173.1667,61.23,89,97,10.47,moderate rain
414,Lensk,RU,60.7253,114.9278,54.48,31,0,14.52,clear sky
415,Iralaya,HN,15.0,-83.2333,79.74,85,13,11.36,few clouds
416,Yuanping,CN,38.7153,112.7575,79.3,25,100,2.68,overcast clouds
417,Sinnamary,GF,5.3833,-52.95,77.0,89,100,4.25,overcast clouds
418,Polyarnyy,RU,69.1989,33.4478,34.27,70,6,1.52,clear sky
419,Ternate,ID,0.8,127.4,83.82,69,59,4.25,broken clouds
420,Te Anau,NZ,-45.4167,167.7167,47.62,76,1,0.76,clear sky
421,Makat,KZ,47.6469,53.3463,69.91,44,2,8.25,clear sky
422,Aitape,PG,-3.1374,142.3475,79.09,88,100,6.26,overcast clouds
423,Praia,CV,14.9215,-23.5087,77.54,47,20,21.85,few clouds
424,Prescott,US,34.54,-112.4685,85.68,13,1,4.0,clear sky
425,Khuzhir,RU,53.1939,107.3397,47.17,69,100,5.59,overcast clouds
426,Kindu,CD,-2.95,25.95,68.68,99,100,2.06,light rain
427,Japura,ID,-0.3167,102.35,83.12,73,43,2.93,scattered clouds
428,Kavaratti,IN,10.5669,72.642,82.17,78,100,12.91,overcast clouds
429,Westport,US,41.1415,-73.3579,83.17,71,1,1.01,clear sky
430,Half Moon Bay,US,37.4636,-122.4286,77.81,61,1,14.97,haze
431,Bethel,US,41.3712,-73.414,80.08,72,74,1.01,broken clouds
432,Namatanai,PG,-3.6667,152.4333,83.7,71,70,3.6,moderate rain
433,Bahia Honda,CU,22.9036,-83.1592,79.09,82,77,5.75,broken clouds
434,Yerbogachen,RU,61.2767,108.0108,49.87,40,40,11.74,scattered clouds
435,Kysyl-Syr,RU,63.8986,122.7617,46.76,83,100,11.34,light rain
436,Muli,MV,2.9167,73.5667,82.72,75,45,14.74,scattered clouds
437,Nicoya,CR,10.1483,-85.452,80.15,86,85,0.85,moderate rain
438,Manono,CD,-7.3,27.4167,70.79,60,30,7.67,scattered clouds
439,Methoni,GR,36.8197,21.7049,71.22,75,3,12.15,clear sky
440,Ndago,TZ,-4.6,34.35,59.38,72,28,12.15,scattered clouds
441,Zyryanka,RU,65.75,150.85,45.01,80,100,8.59,overcast clouds
442,Puerto Narino,CO,-3.7703,-70.3831,76.95,98,99,1.99,overcast clouds
443,Kendari,ID,-3.945,122.4989,85.51,62,52,1.7,broken clouds
444,Tucurui,BR,-3.7661,-49.6725,79.02,70,59,1.88,broken clouds
445,Meadow Lake,US,34.8014,-106.5436,89.08,15,99,5.08,overcast clouds
446,Bouafle,CI,6.9904,-5.7442,75.22,97,19,3.78,few clouds
447,Embonas,GR,36.2269,27.8564,65.84,81,1,7.7,clear sky
448,Aklavik,CA,68.2191,-135.0107,48.92,37,12,9.01,few clouds
449,Shache,CN,38.4167,77.2406,81.43,20,100,7.9,overcast clouds
450,Bonavista,CA,48.6499,-53.1147,37.4,82,90,9.1,overcast clouds
451,Port Blair,IN,11.6667,92.75,78.84,83,90,9.22,moderate rain
452,Kudahuvadhoo,MV,2.6708,72.8944,82.78,72,30,15.23,scattered clouds
453,Chingirlau,KZ,51.095,54.0814,62.33,54,41,5.95,scattered clouds
454,The Valley,AI,18.217,-63.0578,80.46,76,100,19.37,overcast clouds
455,Sao Jose Da Coroa Grande,BR,-8.8978,-35.1478,75.36,85,34,6.13,scattered clouds
456,Mayo,US,38.8876,-76.5119,84.87,78,1,1.01,clear sky
457,Uthal,PK,25.8072,66.6219,83.59,74,34,6.93,scattered clouds
458,Mandalgovi,MN,45.7625,106.2708,50.7,57,0,17.81,clear sky
459,Turukhansk,RU,65.8167,87.9833,37.94,62,70,9.33,broken clouds
460,Sucre,BO,-19.0333,-65.2627,51.06,82,12,4.45,few clouds
461,Hokitika,NZ,-42.7167,170.9667,53.17,85,100,4.12,light rain
462,Podgorica,ME,42.4411,19.2636,66.51,82,90,5.75,overcast clouds
463,Koumac,NC,-20.5667,164.2833,74.68,56,100,13.47,overcast clouds
464,Belogorsk,RU,50.9158,128.4611,69.42,52,19,9.13,few clouds
465,Labuhan,ID,-6.8844,112.2051,83.43,70,88,6.46,overcast clouds
466,Waingapu,ID,-9.6567,120.2641,84.34,66,91,12.26,overcast clouds
467,Yinchuan,CN,38.4681,106.2731,78.08,33,7,5.88,clear sky
468,Bubaque,GW,11.2833,-15.8333,79.29,82,100,8.21,overcast clouds
469,Platikambos,GR,39.6167,22.5333,71.06,69,100,1.01,overcast clouds
470,Yarmouth,US,41.7057,-70.2286,79.27,74,1,11.5,clear sky
471,Takhtamygda,RU,54.1,123.5667,79.75,29,17,6.26,few clouds
472,Salihli,TR,38.4826,28.1477,64.63,50,59,2.01,broken clouds
473,Tawau,MY,4.2498,117.8871,84.33,89,100,2.62,overcast clouds
474,Rajgurunagar,IN,18.8667,73.9,75.0,80,95,8.95,overcast clouds
475,Umm Lajj,SA,25.0213,37.2685,81.77,51,0,10.36,clear sky
476,Bat Khela,PK,34.6167,71.9714,86.16,42,0,4.43,clear sky
477,Menongue,AO,-14.6585,17.691,47.62,66,13,5.17,few clouds
478,Kuching,MY,1.55,110.3333,77.22,94,20,2.3,few clouds
479,Muisne,EC,0.6,-80.0333,76.33,86,100,12.55,light rain
480,Bollnas,SE,61.3482,16.3946,58.39,98,100,2.44,overcast clouds
481,Kuytun,RU,54.3419,101.5036,57.0,53,28,5.7,scattered clouds
482,Raga,SS,8.4596,25.678,69.71,91,99,3.8,light rain
483,Vostok,RU,46.4856,135.8833,67.28,46,41,9.71,scattered clouds
484,Santa Cruz De La Palma,ES,28.6835,-17.7642,68.14,60,75,10.36,broken clouds
485,Arcata,US,40.8665,-124.0828,63.12,64,1,1.99,clear sky
486,Ranong,TH,9.9658,98.6348,75.13,84,100,7.02,light rain
487,Valparaiso,CL,-33.0393,-71.6273,55.47,58,100,9.35,overcast clouds
488,Abeche,TD,13.8292,20.8324,83.71,41,78,1.88,broken clouds
489,Temerloh,MY,3.4483,102.4176,83.3,70,79,1.43,broken clouds
490,San Carlos De Bariloche,AR,-41.1456,-71.3082,40.75,65,90,7.2,overcast clouds
491,Bangassou,CF,4.7413,22.8184,67.89,98,100,0.69,overcast clouds
492,Kefalos,GR,36.7453,26.9589,68.22,68,0,11.34,clear sky
493,Tual,ID,-5.6667,132.75,81.19,80,100,14.43,overcast clouds
494,Dholka,IN,22.7167,72.4667,82.78,56,12,10.83,few clouds
495,Merke,KZ,42.8728,73.1786,80.46,43,34,5.06,scattered clouds
496,Koulamoutou,GA,-1.1303,12.4736,71.13,94,100,1.25,overcast clouds
497,Chimbote,PE,-9.0853,-78.5783,63.95,88,100,7.4,overcast clouds
498,Timra,SE,62.487,17.3257,59.68,85,90,3.44,light rain
499,Melito Di Porto Salvo,IT,37.9222,15.7714,71.96,78,20,8.63,few clouds
500,Asosa,ET,10.0667,34.5333,61.79,89,72,2.66,light rain
501,Olinda,BR,-8.0089,-34.8553,73.13,78,40,7.94,scattered clouds
502,Peniche,PT,39.3558,-9.3811,61.29,86,0,16.87,clear sky
503,Boden,SE,65.8252,21.6886,53.6,61,15,2.17,few clouds
504,Severnyy,RU,50.677,36.5532,53.64,100,17,4.47,few clouds
505,Fort Morgan,US,40.2503,-103.8,75.94,52,90,9.22,moderate rain
506,Clive,US,41.603,-93.7241,80.92,57,75,10.36,broken clouds
507,Muskogee,US,35.5834,-95.3336,76.44,73,1,8.05,clear sky
508,Lardos,GR,36.0942,28.0157,70.95,78,2,9.35,clear sky
509,Wright,US,45.1833,-93.9502,90.18,34,1,4.61,clear sky
510,Quelimane,MZ,-17.8786,36.8883,63.43,81,79,3.62,broken clouds
511,Lorengau,PG,-2.0226,147.2712,84.81,65,48,3.53,scattered clouds
512,Norman Wells,CA,65.282,-126.8329,53.64,58,75,4.61,broken clouds
513,Heihe,CN,50.2441,127.4902,72.18,40,28,7.49,scattered clouds
514,Storforshei,NO,66.4043,14.5233,52.66,95,100,3.76,light rain
515,Rancho Palos Verdes,US,33.7445,-118.387,75.02,79,40,5.01,scattered clouds
516,Nurota,UZ,40.5614,65.6886,77.09,17,5,4.61,clear sky
517,Macusani,PE,-14.0833,-70.4333,35.46,89,75,3.2,broken clouds
518,Portsmouth,GB,50.799,-1.0913,58.33,96,11,1.01,few clouds
519,Yambio,SS,4.5721,28.3955,66.25,98,98,3.0,overcast clouds
520,Liverpool,GB,53.4106,-2.9779,59.14,75,98,0.92,overcast clouds
521,Asbe Teferi,ET,9.0833,40.8667,59.76,83,49,5.86,scattered clouds
522,Walvis Bay,NA,-22.9575,14.5053,72.55,23,0,13.69,clear sky
523,Seoul,KR,37.5683,126.9778,72.36,66,75,5.79,broken clouds
524,Kanniyakumari,IN,8.0833,77.5667,81.36,79,61,14.63,broken clouds
525,Along,IN,28.1667,94.7667,72.57,99,100,2.42,overcast clouds
526,Cerrito,CO,6.8432,-72.694,52.99,93,100,5.37,overcast clouds
527,Ntcheu,MW,-14.8203,34.6359,49.51,95,87,4.09,overcast clouds
528,Sterling,US,39.0062,-77.4286,84.4,69,75,4.61,broken clouds
529,Korla,CN,41.7597,86.1469,77.16,29,49,8.77,scattered clouds
530,Lubbock,US,33.6001,-101.8338,85.37,50,40,18.41,scattered clouds
531,Honiara,SB,-9.4333,159.95,86.34,67,22,7.54,few clouds
532,Erenhot,CN,43.6475,111.9767,77.38,33,76,19.42,broken clouds
533,Broken Hill,AU,-31.95,141.4333,58.71,47,60,16.11,broken clouds
534,Indian Head,US,38.6001,-77.1622,85.12,80,1,4.29,clear sky
535,Viedma,AR,-40.8135,-62.9967,49.75,46,100,13.44,overcast clouds
536,Tirumullaivasal,IN,11.2333,79.8333,84.63,71,100,11.36,overcast clouds
537,Bud,US,39.447,-86.1758,75.9,91,100,9.31,overcast clouds
538,Funadhoo,MV,6.15,73.2667,82.65,77,100,15.21,overcast clouds
539,Kisujszallas,HU,47.2167,20.7667,57.22,86,0,7.0,clear sky
540,Surt,LY,31.2089,16.5887,73.11,40,0,10.71,clear sky
541,Harper,LR,4.375,-7.7169,78.19,86,100,10.13,overcast clouds
542,Port Macquarie,AU,-31.4333,152.9167,67.37,51,9,5.28,clear sky
543,Carutapera,BR,-1.195,-46.02,74.5,94,28,5.1,scattered clouds
544,Poum,NC,-20.2333,164.0167,73.63,59,98,16.26,overcast clouds
545,Camacha,PT,33.0833,-16.3333,63.36,72,40,8.05,scattered clouds
546,Mujiayingzi,CN,42.1167,118.7833,62.06,78,100,11.05,moderate rain
547,Kenitra,MA,34.261,-6.5802,67.84,82,3,2.35,clear sky
548,Belyy Yar,RU,53.6039,91.3903,53.49,76,0,6.4,clear sky
549,Tondano,ID,1.3038,124.9112,75.29,75,88,2.3,overcast clouds
550,Bandarbeyla,SO,9.4942,50.8122,78.48,84,4,24.09,clear sky
551,Elizabeth City,US,36.2946,-76.2511,83.01,86,1,1.99,clear sky
552,Kautokeino,NO,69.0125,23.0412,49.26,51,21,5.82,few clouds
553,Novoorsk,RU,51.381,58.9813,56.05,42,100,5.35,overcast clouds
554,Nago,JP,26.5881,127.9761,78.87,94,100,7.85,overcast clouds
555,Bathsheba,BB,13.2167,-59.5167,81.21,69,40,19.84,scattered clouds
556,Hami,CN,42.8,93.45,73.4,11,1,13.87,clear sky
557,Naze,JP,28.3667,129.4833,76.12,93,100,6.82,light rain
558,Maneadero,MX,31.7167,-116.5667,66.09,72,11,4.0,few clouds
559,Kenai,US,60.5544,-151.2583,70.03,43,1,13.8,clear sky
560,Pitimbu,BR,-7.4706,-34.8086,75.79,85,28,9.42,scattered clouds
561,Borujerd,IR,33.8973,48.7516,61.18,32,0,3.11,clear sky
562,Riyadh,SA,24.6877,46.7219,89.74,17,0,0.0,clear sky
563,Longhua,CN,23.6137,114.1919,79.88,79,82,2.55,broken clouds
564,Senanga,ZM,-16.1167,23.2667,48.81,68,50,5.57,scattered clouds
565,Sabha,LY,27.0377,14.4283,79.45,21,68,10.98,broken clouds
566,Sechura,PE,-5.5569,-80.8222,69.31,77,100,13.29,overcast clouds
567,Ulaangom,MN,49.9811,92.0667,54.52,45,8,3.51,clear sky
568,Rybinsk,RU,58.0446,38.8426,58.6,76,100,3.24,overcast clouds
569,Mahajanga,MG,-15.7167,46.3167,71.62,73,20,5.75,few clouds
570,Guane,CU,22.2025,-84.0875,77.4,86,91,3.56,overcast clouds
571,Jamkhandi,IN,16.5167,75.3,75.16,80,12,12.03,few clouds
572,Inhambane,MZ,-23.865,35.3833,67.08,72,70,11.56,broken clouds
573,Muravlenko,RU,63.7898,74.523,42.17,48,8,6.93,clear sky
574,Itaituba,BR,-4.2761,-55.9836,78.12,73,100,1.01,overcast clouds
575,Yar-Sale,RU,66.8333,70.8333,39.15,60,84,11.63,broken clouds
576,Livingstone,ZM,-17.8419,25.8543,47.21,74,46,4.76,scattered clouds
577,Khani,GE,41.9563,42.9566,40.57,93,5,3.8,clear sky
578,Balkhash,KZ,46.844,74.9804,63.21,31,0,17.9,clear sky
579,Kon Tum,VN,14.35,108.0,72.09,96,100,1.36,overcast clouds
580,Jishou,CN,28.3167,109.7167,85.78,64,22,1.74,few clouds
581,San Lorenzo,PY,-25.3333,-57.5333,67.14,83,90,5.39,overcast clouds
582,Condado,CU,21.8767,-79.8403,79.65,89,34,7.09,scattered clouds
583,Kang,BW,-23.6752,22.7876,44.98,69,0,10.96,clear sky
584,Kemijarvi,FI,66.7131,27.4306,48.94,55,0,5.1,clear sky
585,Dubovka,RU,49.0583,44.829,58.15,85,100,6.11,overcast clouds
586,Elban,RU,50.1018,136.5094,59.56,83,96,3.56,overcast clouds
587,Boende,CD,-0.2167,20.8667,69.48,99,100,1.68,overcast clouds
588,Saint-Augustin,CA,51.226,-58.6502,48.63,73,100,11.79,overcast clouds
589,Selma,US,36.5708,-119.6121,94.33,24,35,12.73,scattered clouds
590,Vrangel,RU,42.7297,133.0839,63.01,63,77,6.98,broken clouds
591,Luwingu,ZM,-10.2621,29.9271,50.74,89,25,4.0,scattered clouds
592,Melong,CM,5.1218,9.9614,66.58,98,98,2.35,light rain
593,Hamilton,US,39.1834,-84.5333,76.48,88,20,1.99,few clouds
594,Shingu,JP,33.7333,135.9833,76.19,66,100,4.61,overcast clouds
595,Hvide Sande,DK,56.0045,8.1294,57.49,80,98,6.85,overcast clouds
596,Suksun,RU,57.1431,57.3949,58.6,70,23,4.0,few clouds
597,Adet,ET,11.2644,37.4888,60.87,45,37,2.93,scattered clouds
598,Tuatapere,NZ,-46.1333,167.6833,49.82,70,4,4.16,clear sky
599,Vaitape,PF,-16.5167,-151.75,81.39,76,35,11.41,scattered clouds
600,Kalevala,RU,65.2,31.1667,48.02,59,100,4.25,overcast clouds
601,Tabuk,PH,17.4189,121.4443,82.74,76,100,4.21,overcast clouds
602,Qorveh,IR,35.1664,47.8045,54.46,34,1,4.03,clear sky
603,Rottenburg,DE,48.4763,8.9353,62.33,82,100,3.49,overcast clouds
604,Grand Gaube,MU,-20.0064,57.6608,73.8,84,11,5.01,few clouds
605,Alto Araguaia,BR,-17.3147,-53.2153,66.56,60,31,3.44,scattered clouds
606,Calbuco,CL,-41.768,-73.1273,49.21,79,100,20.83,overcast clouds
607,Bitung,ID,1.4451,125.1824,83.25,77,91,8.32,overcast clouds
608,Dayong,CN,25.0209,118.2898,76.68,52,81,4.03,light rain
609,Lermontovka,RU,47.1453,134.3383,73.76,47,42,8.21,scattered clouds
610,Pacifica,US,37.6138,-122.4869,78.22,68,20,5.99,haze
611,Beyneu,KZ,45.3167,55.2,66.22,59,4,10.22,clear sky
612,Sorada,IN,19.75,84.4333,90.27,55,100,4.52,overcast clouds
613,Gold Coast,AU,-28.0,153.4333,72.18,57,0,4.0,clear sky
614,Talaya,RU,61.3833,152.75,57.29,49,100,7.85,overcast clouds
615,Salta,AR,-24.7859,-65.4117,55.99,87,90,4.0,overcast clouds
616,Karlshamn,SE,56.1706,14.8619,59.11,67,86,7.31,overcast clouds
617,Ihosy,MG,-22.4,46.1167,56.23,86,95,16.46,overcast clouds
618,Krasnoselkup,RU,65.7,82.4667,37.62,65,90,12.19,overcast clouds
619,Labuan,MY,5.2767,115.2417,84.56,79,20,5.01,few clouds
620,Amahai,ID,-3.3333,128.9167,82.81,74,89,4.65,overcast clouds
621,Necochea,AR,-38.5473,-58.7368,45.03,56,100,7.9,overcast clouds
622,Daru,PG,-9.0763,143.2092,77.81,90,98,16.46,overcast clouds
623,Rameswaram,IN,9.2833,79.3,83.91,77,79,18.84,broken clouds
624,Antofagasta,CL,-23.65,-70.4,58.28,72,71,5.79,broken clouds
625,Kyzyl-Suu,KG,42.3414,78.0056,61.54,58,100,3.38,overcast clouds
626,Plettenberg Bay,ZA,-34.0527,23.3716,68.45,31,4,12.88,clear sky
627,Dzhebariki-Khaya,RU,62.2167,135.8,79.88,37,98,15.37,overcast clouds
628,Pierre,US,44.3683,-100.351,83.98,59,1,3.0,clear sky
629,Luanda,AO,-8.8368,13.2343,77.0,83,75,3.44,broken clouds
630,Santa Cruz,BO,-17.8,-63.1667,67.46,94,75,3.18,broken clouds
631,Lonar,IN,19.9833,76.5333,82.09,62,94,5.37,overcast clouds
632,Ottawa,CA,45.4112,-75.6981,84.04,50,75,9.44,broken clouds
633,Seidu,SL,9.0167,-10.6,68.88,99,100,2.77,light rain
634,Dong Hoi,VN,17.4833,106.6,83.97,73,100,8.08,overcast clouds
635,Dera Ismail Khan,PK,31.8327,70.9024,96.53,26,0,3.33,clear sky
636,Buchanan,LR,5.8808,-10.0467,75.16,88,94,6.73,light rain
637,Ketchikan,US,55.3422,-131.6461,54.07,76,75,11.5,broken clouds
638,Mitu,CO,1.1983,-70.1733,71.92,99,100,1.99,overcast clouds
639,Banda Aceh,ID,5.5577,95.3222,82.9,68,100,10.09,light rain
640,Yangjiang,CN,21.85,111.9667,90.95,63,0,6.24,clear sky
641,Olenegorsk,RU,68.15,33.3,41.77,63,9,0.96,clear sky
642,Krasnogorsk,RU,55.8225,37.3181,59.25,94,20,4.38,light rain
643,Darhan,MN,49.4867,105.9228,45.18,89,100,11.99,overcast clouds
644,Miyako,JP,39.6367,141.9525,73.42,55,100,0.45,overcast clouds
645,Haripur,PK,34.0,72.9341,85.75,37,0,6.22,clear sky
646,Gilgit,PK,35.9221,74.3087,78.78,23,0,3.78,clear sky
647,Leh,IN,34.1667,77.5833,51.35,24,0,4.34,clear sky
648,La Rioja,ES,42.25,-2.5,49.05,74,13,5.48,few clouds
649,Prince Rupert,CA,54.3161,-130.3201,53.69,79,75,6.91,broken clouds
650,Reo,BF,12.3167,-2.4667,83.07,54,62,19.46,broken clouds
651,Meulaboh,ID,4.1363,96.1285,78.17,79,100,5.26,overcast clouds
652,Moron,AR,-34.6534,-58.6198,53.98,89,96,6.55,overcast clouds
653,Batticaloa,LK,7.7102,81.6924,82.31,72,99,2.42,overcast clouds
654,Laureles,US,26.1092,-97.4941,85.1,83,1,5.01,clear sky
655,Hay River,CA,60.8156,-115.7999,48.18,61,75,5.75,broken clouds
656,Santa Isabel Do Rio Negro,BR,-0.4139,-65.0192,78.48,78,85,2.77,overcast clouds
657,Faya,SA,18.3851,42.4509,66.31,44,9,2.39,clear sky
658,Batemans Bay,AU,-35.7167,150.1833,63.91,45,69,4.52,broken clouds
659,Sumbe,AO,-11.2061,13.8437,73.38,86,6,6.8,clear sky
660,Podosinovets,RU,60.2776,47.0659,55.4,93,45,8.16,scattered clouds
661,Mwene-Ditu,CD,-7.0,23.45,70.65,56,100,3.91,overcast clouds
662,Marrakesh,MA,31.6315,-8.0083,77.07,50,40,4.61,scattered clouds
663,Shelburne,CA,44.0787,-80.2041,78.69,70,37,8.37,scattered clouds
664,Vanimo,PG,-2.6741,141.3028,82.87,77,72,8.39,broken clouds
665,Bone,DE,51.9669,12.1396,63.25,92,100,7.34,overcast clouds
666,Skeldon,GY,5.8833,-57.1333,75.56,92,100,6.44,overcast clouds
667,Ginda,IN,30.6945,78.4932,71.58,43,7,0.54,clear sky
668,Sangmelima,CM,2.9333,11.9833,66.6,99,100,2.01,overcast clouds
669,Beloha,MG,-25.1667,45.05,61.36,75,10,12.77,clear sky
670,Klyuchi,RU,52.2667,79.1667,68.31,40,1,3.8,clear sky
671,Terra Nova,BR,-12.3667,-40.6667,66.78,96,97,1.41,overcast clouds
672,Villa Rica,US,33.7321,-84.9191,78.42,96,83,1.63,broken clouds
673,Mancio Lima,BR,-7.6142,-72.8958,71.78,98,88,2.17,overcast clouds
674,Glazov,RU,58.1394,52.6584,59.36,70,14,2.8,few clouds
675,Pauini,BR,-7.7136,-66.9764,72.18,99,91,0.89,overcast clouds
676,Banyo,CM,6.75,11.8167,63.61,95,66,3.15,broken clouds
677,Uruguaiana,BR,-29.7547,-57.0883,57.13,82,40,11.5,scattered clouds
678,High Level,CA,58.5169,-117.136,64.51,36,40,10.13,scattered clouds
679,Binga,ZW,-17.6203,27.3414,52.7,65,12,1.25,few clouds
680,Pimentel,PE,-6.8367,-79.9342,68.29,85,90,1.01,overcast clouds
681,Celestun,MX,20.8667,-90.4,84.16,73,100,13.65,overcast clouds
682,Saryg-Sep,RU,51.5,95.6,51.98,58,56,3.06,broken clouds
